设备地址,站点名称,目标地址,目标AS域,下行流量,上行流量,总流量,下行流量-新,上行流量-新,总流量-新
,btrace.,121.51.141.108,腾讯,269,27.563K,27.832K,2.6900000000000004e-07G,2.7562999999999997e-05G,2.7832e-05G
,49.233.98.171,49.233.98.171,北京市教育信息网,0,27.78K,27.78K,0G,2.778e-05G,2.778e-05G
,yioaixm888.nomanexpress.com,182.254.59.207,腾讯,1.142K,26.626K,27.768K,1.142e-06G,2.6626e-05G,2.7768000000000002e-05G
,manager.xqj.linygame.com,123.206.111.29,腾讯,22.028K,5.712K,27.74K,2.2028e-05G,5.712e-06G,2.774e-05G
,dump.updrv.com,106.52.82.175,北京市北龙中网,0,27.71K,27.71K,0G,2.771e-05G,2.771e-05G
,cn-jlcc-gd-bcache-02.bilivideo.com,211.159.203.246,腾讯,11.994K,15.68K,27.674K,1.1993999999999999e-05G,1.568e-05G,2.7674e-05G
,quote.5igupiao.com,111.231.96.75,湖北省,0,27.67K,27.67K,0G,2.767e-05G,2.767e-05G
,103.57.13.34,211.159.235.117,腾讯,19.166K,8.493K,27.659K,1.9166e-05G,8.493e-06G,2.7659e-05G
,s15.app1110308007.qqopenapp.com,106.53.120.90,北京市北龙中网,0,27.616K,27.616K,0G,2.7615999999999998e-05G,2.7615999999999998e-05G
,static.998.com,111.231.35.175,湖北省,0,27.612K,27.612K,0G,2.7612e-05G,2.7612e-05G
,image.meiguixs.net,182.254.52.213,腾讯,2.246K,25.338K,27.584K,2.246e-06G,2.5338e-05G,2.7584000000000002e-05G
,gugu61.pic.laogu.wang,182.254.52.213,腾讯,0,27.55K,27.55K,0G,2.7550000000000002e-05G,2.7550000000000002e-05G
,img7x1.ddimg.cn,182.254.59.192,腾讯,0,27.547K,27.547K,0G,2.7547000000000002e-05G,2.7547000000000002e-05G
,game.shzhanmeng.com,182.254.53.68,腾讯,0,27.527K,27.527K,0G,2.7527e-05G,2.7527e-05G
,extlogin.4399.com,129.211.97.239,美国,7.309K,20.183K,27.492K,7.309000000000001e-06G,2.0183e-05G,2.7492000000000004e-05G
,tj.yixin95.cn,182.254.59.174,腾讯,0,27.49K,27.49K,0G,2.7489999999999996e-05G,2.7489999999999996e-05G
,img10-build.jiwu.com,182.254.53.181,腾讯,0,27.461K,27.461K,0G,2.7461e-05G,2.7461e-05G
,www.jijianqg.com,129.204.52.95,美国,0,27.435K,27.435K,0G,2.7434999999999997e-05G,2.7434999999999997e-05G
,form-preview-api.eqxiu.com,172.81.232.157,其他国家,1.863K,25.551K,27.414K,1.863e-06G,2.5550999999999996e-05G,2.7414000000000002e-05G
,growth.shuabaola.cn,62.234.200.169,其他国家,0,27.411K,27.411K,0G,2.7411000000000002e-05G,2.7411000000000002e-05G
,p7.iaround.com,182.254.48.202,腾讯,9.019K,18.379K,27.398K,9.019000000000001e-06G,1.8379e-05G,2.7397999999999998e-05G
,qrcode.ifeng.com,49.233.102.63,北京市教育信息网,783,26.611K,27.394K,7.830000000000001e-07G,2.6611e-05G,2.7394e-05G
,message-channel.uu.cc,111.230.162.70,湖北省,982,26.385K,27.367K,9.82e-07G,2.6385000000000002e-05G,2.7367000000000004e-05G
,s.video.qq.com,121.51.131.122,腾讯,13.439K,13.921K,27.36K,1.3439e-05G,1.3921e-05G,2.736e-05G
,111.230.195.205:8080,111.230.195.205,湖北省,19.836K,7.516K,27.352K,1.9835999999999998e-05G,7.516e-06G,2.7352000000000002e-05G
,103.57.15.245,121.51.129.53,腾讯,9.051K,18.292K,27.343K,9.051e-06G,1.8292000000000004e-05G,2.7343e-05G
,tpop.kpzip.com,121.51.224.86,腾讯,0,27.302K,27.302K,0G,2.7302e-05G,2.7302e-05G
,admin.harchinaedu.com,62.234.197.69,其他国家,10.943K,16.266K,27.209K,1.0943e-05G,1.6266e-05G,2.7209e-05G
,imservice.mogu.com,212.64.117.182,其他国家,2.788K,24.414K,27.202K,2.788e-06G,2.4414e-05G,2.7202e-05G
,res.beyonds.com,182.254.53.92,腾讯,8.898K,18.258K,27.156K,8.898e-06G,1.8258e-05G,2.7156e-05G
,cdn.shoppingm.cn,182.254.59.207,腾讯,0,27.142K,27.142K,0G,2.7142e-05G,2.7142e-05G
,42.194.154.236,42.194.154.236,北京市北龙中网,1.196K,25.927K,27.123K,1.196e-06G,2.5926999999999998e-05G,2.7123e-05G
,livescreenshot-1259242701.file.myqcloud.com,182.254.53.181,腾讯,9K,18.089K,27.089K,8.999999999999999e-06G,1.8089e-05G,2.7088999999999998e-05G
,c.nhm00.com:2077,212.129.163.236,其他国家,0,27.069K,27.069K,0G,2.7068999999999998e-05G,2.7068999999999998e-05G
,reg.jupaokeji.com,123.207.234.76,腾讯,0,27.037K,27.037K,0G,2.7037e-05G,2.7037e-05G
,ydmvmt.video.meipai.com.yunduan.qq.com,182.254.52.171,腾讯,0,27.01K,27.01K,0G,2.7010000000000004e-05G,2.7010000000000004e-05G
,quality-cdn.,182.254.53.68,腾讯,8.429K,18.576K,27.005K,8.429e-06G,1.8576000000000003e-05G,2.7004999999999996e-05G
,yun3tx.randlove.cn,182.254.52.146,腾讯,0,27.002K,27.002K,0G,2.7001999999999997e-05G,2.7001999999999997e-05G
,wb.brand.sogou.com,211.159.235.216,腾讯,1.868K,25.031K,26.899K,1.8680000000000002e-06G,2.5030999999999998e-05G,2.6898999999999998e-05G
,s14.app1110308007.qqopenapp.com,106.53.120.90,北京市北龙中网,0,26.855K,26.855K,0G,2.6855e-05G,2.6855e-05G
,live.caijiyouxi.com,121.51.42.205,腾讯,16.564K,10.272K,26.836K,1.6564e-05G,1.0272e-05G,2.6836e-05G
,cdnimages-10068954.file.myqcloud.com,182.254.48.202,腾讯,0,26.805K,26.805K,0G,2.6805e-05G,2.6805e-05G
,novel.7840v.cn,120.53.212.66,上海市普陀区长城宽带,0,26.726K,26.726K,0G,2.6726e-05G,2.6726e-05G
,ver.ifreetalk.com,154.8.189.40,其他国家,738,25.971K,26.709K,7.38e-07G,2.5971000000000003e-05G,2.6709e-05G
,szu.y.qq.com,121.51.191.94,腾讯,0,26.647K,26.647K,0G,2.6646999999999997e-05G,2.6646999999999997e-05G
,152.136.54.88,152.136.54.88,美国,0,26.631K,26.631K,0G,2.6631000000000003e-05G,2.6631000000000003e-05G
,login.aoyi.100bt.com,118.89.161.194,腾讯,0,26.57K,26.57K,0G,2.657e-05G,2.657e-05G
,yun.tim.qq.com,,,,,,空,空,空
,,,,,,,空,空,空
,140.143.213.58,河南省郑州市景安计算机网络,5.36K,21.198K,26.558K,,2.1198000000000003e-05G,2.6558e-05G,空
,ark.cocounion.com,120.53.212.235,上海市普陀区长城宽带,1.592K,24.947K,26.539K,1.5920000000000002e-06G,2.4947e-05G,2.6539e-05G
,ds.95wanwan.cn,182.254.52.146,腾讯,0,26.483K,26.483K,0G,2.6483e-05G,2.6483e-05G
,popstar-qq-1252067320.file.myqcloud.com,182.254.52.213,腾讯,0,26.471K,26.471K,0G,2.6471e-05G,2.6471e-05G
,m.52shici.com,122.152.196.85,腾讯,2.113K,24.321K,26.434K,2.113e-06G,2.4321000000000003e-05G,2.6434e-05G
,upd32.sogoucdn.com,121.51.224.59,腾讯,20.841K,5.581K,26.422K,2.0841000000000003e-05G,5.5810000000000004e-06G,2.6422000000000002e-05G
,btrace.qq.co,121.51.141.108,腾讯,0,26.372K,26.372K,0G,2.6372e-05G,2.6372e-05G
,zgdwbj.com,182.254.59.207,腾讯,0,26.353K,26.353K,0G,2.6353e-05G,2.6353e-05G
,img7x6.ddimg.cn,182.254.59.158,腾讯,0,26.347K,26.347K,0G,2.6347000000000004e-05G,2.6347000000000004e-05G
,cc.aiccyun.com,49.232.70.225,北京市教育信息网,0,26.339K,26.339K,0G,2.6338999999999996e-05G,2.6338999999999996e-05G
,103.57.15.239,121.51.129.53,腾讯,5.124K,21.212K,26.336K,5.124e-06G,2.1212e-05G,2.6336e-05G
,adxap,49.233.240.10,北京市教育信息网,0,26.27K,26.27K,0G,2.6269999999999998e-05G,2.6269999999999998e-05G
,pic.58.com,182.254.53.181,腾讯,0,26.26K,26.26K,0G,2.6260000000000003e-05G,2.6260000000000003e-05G
,103.57.15.246,121.51.184.43,腾讯,7.811K,18.442K,26.253K,7.811e-06G,1.8442e-05G,2.6252999999999998e-05G
,api.tvall.cn:8888,62.234.196.59,其他国家,1.05K,25.182K,26.232K,1.0500000000000001e-06G,2.5182e-05G,2.6232e-05G
,c11.live.azurecdn.ottshopping.net,121.51.42.205,腾讯,13.229K,12.986K,26.215K,1.3229e-05G,1.2986e-05G,2.6215e-05G
,qpic.kg.qq.com,182.254.48.74,腾讯,0,26.15K,26.15K,0G,2.615e-05G,2.615e-05G
,distinguished.bj.ishangtong.com,49.234.240.203,北京市教育信息网,0,26.117K,26.117K,0G,2.6117e-05G,2.6117e-05G
,15.dl.delivery.mp.microsoft.com,121.51.224.33,腾讯,0,26.117K,26.117K,0G,2.6117e-05G,2.6117e-05G
,img2.cutv.com,121.51.224.59,腾讯,0,26.09K,26.09K,0G,2.609e-05G,2.609e-05G
,81.68.80.156,81.68.80.156,其他国家,0,26.067K,26.067K,0G,2.6067e-05G,2.6067e-05G
,111.231.186.147,111.231.186.147,湖北省,0,26.054K,26.054K,0G,2.6053999999999998e-05G,2.6053999999999998e-05G
,www.xrcmkg.com,172.81.245.33,其他国家,2.495K,23.528K,26.023K,2.4950000000000003e-06G,2.3528e-05G,2.6023e-05G
,root-10002142.file.myqcloud.com,182.254.59.192,腾讯,6.075K,19.884K,25.959K,6.075e-06G,1.9883999999999998e-05G,2.5959e-05G
,cd.ganji.com,154.8.241.69,其他国家,17.901K,8.017K,25.918K,1.7901e-05G,8.017e-06G,2.5918e-05G
,955n7ag.cn,118.89.169.144,腾讯,1.382K,24.528K,25.91K,1.382e-06G,2.4527999999999996e-05G,2.5909999999999998e-05G
,zt.hefei.cc,118.89.206.105,腾讯,0,25.904K,25.904K,0G,2.5904e-05G,2.5904e-05G
,t1.focus-img.cn,121.51.224.86,腾讯,20.551K,5.325K,25.876K,2.0551e-05G,5.325e-06G,2.5876e-05G
,123.207.209.41,123.207.209.41,腾讯,0,25.874K,25.874K,0G,2.5873999999999997e-05G,2.5873999999999997e-05G
,bl.qq.com,182.254.48.49,腾讯,2.684K,23.16K,25.844K,2.684e-06G,2.316e-05G,2.5844000000000002e-05G
,m109.wzzjn.com,94.191.54.96,其他国家,1.525K,24.31K,25.835K,1.5249999999999998e-06G,2.431e-05G,2.5835e-05G
,i.zzb6.cn,123.206.5.93,腾讯,10.059K,15.774K,25.833K,1.0058999999999998e-05G,1.5774e-05G,2.5832999999999998e-05G
,fs.huohua.cn,211.159.144.38,腾讯,475,25.336K,25.811K,4.75e-07G,2.5335999999999996e-05G,2.5811e-05G
,cheetah.wan.liebao.cn,58.87.96.144,腾讯,1.17K,24.621K,25.791K,1.17e-06G,2.4620999999999997e-05G,2.5791e-05G
,img.liuliang100.com,182.254.59.207,腾讯,0,25.734K,25.734K,0G,2.5734000000000005e-05G,2.5734000000000005e-05G
,metc.gou.sogou.com,109.244.23.140,其他国家,0,25.722K,25.722K,0G,2.5722000000000002e-05G,2.5722000000000002e-05G
,browsertab.7654.com,182.254.53.181,腾讯,0,25.689K,25.689K,0G,2.5689e-05G,2.5689e-05G
,121.51.18.133,121.51.18.133,腾讯,6.515K,19.167K,25.682K,6.515e-06G,1.9167e-05G,2.5682e-05G
,wxn.kekerp.com,118.89.226.24,腾讯,0,25.678K,25.678K,0G,2.5678e-05G,2.5678e-05G
,isoft.updrv.com,182.254.59.192,腾讯,7.647K,18.001K,25.648K,7.647e-06G,1.8001e-05G,2.5648e-05G
,www.meishengxiaopang.com,49.234.113.179,北京市教育信息网,0,25.57K,25.57K,0G,2.5569999999999997e-05G,2.5569999999999997e-05G
,api.interactive.lzdata.com.cn,182.254.59.207,腾讯,0,25.555K,25.555K,0G,2.5555000000000002e-05G,2.5555000000000002e-05G
,a59.lovewindy.cn,45.40.196.129,其他国家,0,25.523K,25.523K,0G,2.5523e-05G,2.5523e-05G
,m.5you.com,182.254.53.194,腾讯,1.05K,24.462K,25.512K,1.0500000000000001e-06G,2.4462e-05G,2.5512e-05G
,g.sogou.com,109.244.23.87,其他国家,3.895K,21.583K,25.478K,3.895e-06G,2.1582999999999996e-05G,2.5478e-05G
,182.254.48.150:80,182.254.48.150,腾讯,0,25.475K,25.475K,0G,2.5475000000000003e-05G,2.5475000000000003e-05G
,182.254.60.203,182.254.60.203,腾讯,0,25.467K,25.467K,0G,2.5467e-05G,2.5467e-05G
,wskacchm.mini1.cn:4000,193.112.211.204,其他国家,0,25.444K,25.444K,0G,2.5444e-05G,2.5444e-05G
,nrwe.husky.sogou.com,211.159.235.170,腾讯,0,25.44K,25.44K,0G,2.544e-05G,2.544e-05G
,mip.cnzzla.com,106.55.244.96,北京市北龙中网,5.465K,19.897K,25.362K,5.465e-06G,1.9897e-05G,2.5362e-05G
,yrew.gou.sogou.com,211.159.235.175,腾讯,0,25.358K,25.358K,0G,2.5358000000000004e-05G,2.5358000000000004e-05G
,pptv.cm.admaster.com.cn,111.231.131.16,湖北省,0,25.339K,25.339K,0G,2.5338999999999996e-05G,2.5338999999999996e-05G
,img4-build.jiwu.com,121.51.224.63,腾讯,0,25.314K,25.314K,0G,2.5314e-05G,2.5314e-05G
,t2.hnznhjjc.com,121.51.42.227,腾讯,13.609K,11.677K,25.286K,1.3609e-05G,1.1677e-05G,2.5286e-05G
,dl.pddpic.com,182.254.60.13,腾讯,0,25.28K,25.28K,0G,2.5280000000000002e-05G,2.5280000000000002e-05G
,121.51.112.126:1863,121.51.112.126,腾讯,0,25.211K,25.211K,0G,2.5210999999999996e-05G,2.5210999999999996e-05G
,gm.hddzz.leshu.com,118.89.143.170,腾讯,0,25.195K,25.195K,0G,2.5195e-05G,2.5195e-05G
,www.byguitar.com,62.234.174.151,其他国家,0,25.171K,25.171K,0G,2.5171e-05G,2.5171e-05G
,121.51.32.159,121.51.32.159,腾讯,20.229K,4.924K,25.153K,2.0229e-05G,4.924000000000001e-06G,2.5152999999999998e-05G
,cdata.58.com,123.206.235.101,腾讯,0,25.15K,25.15K,0G,2.5149999999999998e-05G,2.5149999999999998e-05G
,apd-75ee22dcd4d7ff371c915c91336443c0.v.smtcdns.com,182.254.53.212,腾讯,16.912K,8.213K,25.125K,1.6912e-05G,8.212999999999999e-06G,2.5125e-05G
,121.51.158.27,121.51.158.27,腾讯,934,24.19K,25.124K,9.340000000000001e-07G,2.419e-05G,2.5124000000000002e-05G
,121.51.141.70,121.51.141.70,腾讯,418,24.659K,25.077K,4.1799999999999996e-07G,2.4659e-05G,2.5077e-05G
,whubios.com,49.234.109.52,北京市教育信息网,0,25.021K,25.021K,0G,2.5021000000000003e-05G,2.5021000000000003e-05G
,111.231.242.209:4019,111.231.242.209,湖北省,21.209K,3.801K,25.01K,2.1209e-05G,3.801e-06G,2.501e-05G
,121.51.139.168,121.51.139.168,腾讯,1.291K,23.699K,24.99K,1.2909999999999998e-06G,2.3699e-05G,2.499e-05G
,cm.he2d.com,140.143.116.126,河南省郑州市景安计算机网络,861,24.077K,24.938K,8.61e-07G,2.4077e-05G,2.4937999999999997e-05G
,dptutor.chaojidaogou.com:700,106.54.156.103,北京市北龙中网,0,24.882K,24.882K,0G,2.4882e-05G,2.4882e-05G
,121.51.90.173,121.51.90.173,腾讯,0,24.873K,24.873K,0G,2.4873000000000004e-05G,2.4873000000000004e-05G
,121.51.64.223,121.51.64.223,腾讯,0,24.865K,24.865K,0G,2.4864999999999997e-05G,2.4864999999999997e-05G
,106.52.115.229,106.52.115.229,北京市北龙中网,16.638K,8.164K,24.802K,1.6638e-05G,8.164e-06G,2.4802e-05G
,liveplay.fang.com,121.51.42.227,腾讯,1.158K,23.634K,24.792K,1.158e-06G,2.3633999999999998e-05G,2.4792000000000003e-05G
,algo.fenbi.com,123.206.1.227,腾讯,447,24.32K,24.767K,4.47e-07G,2.432e-05G,2.4767000000000002e-05G
,mpuser-storage-1259242701.cos.ap-beijing.myqcloud.com,154.8.145.113,其他国家,0,24.753K,24.753K,0G,2.4753000000000002e-05G,2.4753000000000002e-05G
,212.64.120.60,212.64.120.60,其他国家,2.754K,21.987K,24.741K,2.754e-06G,2.1986999999999998e-05G,2.4741e-05G
,img-www.999d.com,182.254.59.174,腾讯,0,24.728K,24.728K,0G,2.4728e-05G,2.4728e-05G
,vkp.tc.qq.com,182.254.52.22,腾讯,8.938K,15.761K,24.699K,8.938e-06G,1.5761e-05G,2.4699000000000002e-05G
,finance.qq.com,182.254.50.164,腾讯,0,24.698K,24.698K,0G,2.4698e-05G,2.4698e-05G
,hrym-1256483133.picgz.myqcloud.com,119.29.125.253,腾讯,0,24.679K,24.679K,0G,2.4679e-05G,2.4679e-05G
,img.3366.com,182.254.48.74,腾讯,2.028K,22.638K,24.666K,2.028e-06G,2.2638000000000002e-05G,2.4666e-05G
,apd-025c34217e2186d6522cfcdc0e168c41.v.smtcdns.com,182.254.53.199,腾讯,16.915K,7.712K,24.627K,1.6915e-05G,7.712e-06G,2.4627e-05G
,img.coocaa.com,182.254.48.202,腾讯,0,24.625K,24.625K,0G,2.4625000000000002e-05G,2.4625000000000002e-05G
,down1.xinnote.muxin.fun,182.254.59.174,腾讯,3.265K,21.35K,24.615K,3.265e-06G,2.135e-05G,2.4614999999999997e-05G
,conf.ie.sogou.com,211.159.235.100,腾讯,396,24.195K,24.591K,3.9600000000000005e-07G,2.4195e-05G,2.4591000000000002e-05G
,sa.kkmh.com,152.136.10.81,美国,0,24.584K,24.584K,0G,2.4583999999999997e-05G,2.4583999999999997e-05G
,ugc.wegame.com.cn,182.254.59.158,腾讯,0,24.572K,24.572K,0G,2.4572e-05G,2.4572e-05G
,121.51.1.154,121.51.1.154,腾讯,0,24.546K,24.546K,0G,2.4546e-05G,2.4546e-05G
,rmpad.i,182.254.52.196,腾讯,0,24.514K,24.514K,0G,2.4514e-05G,2.4514e-05G
,api.appstore.ecfen.com,111.230.75.94,湖北省,0,24.504K,24.504K,0G,2.4504e-05G,2.4504e-05G
,121.51.80.216,121.51.80.216,腾讯,0,24.467K,24.467K,0G,2.4466999999999998e-05G,2.4466999999999998e-05G
,hyclb2-1253273918.cos-website.ap-guangzhou.myqcloud.com,123.207.130.101,腾讯,0,24.403K,24.403K,0G,2.4402999999999997e-05G,2.4402999999999997e-05G
,193.112.55.145:4009,193.112.55.145,其他国家,0,24.389K,24.389K,0G,2.4389e-05G,2.4389e-05G
,advert-1251779293.file.myqcloud.com,182.254.53.194,腾讯,0,24.383K,24.383K,0G,2.4382999999999997e-05G,2.4382999999999997e-05G
,bug.log.ottcn.com:8080,118.89.53.137,腾讯,0,24.372K,24.372K,0G,2.4372e-05G,2.4372e-05G
,h0.ifengimg.com,182.254.53.68,腾讯,3.982K,20.386K,24.368K,3.982e-06G,2.0385999999999998e-05G,2.4367999999999998e-05G
,plus.xiangji.qq.com,121.51.130.177,腾讯,689,23.657K,24.346K,6.89e-07G,2.3657e-05G,2.4346e-05G
,121.51.139.163,121.51.139.163,腾讯,0,24.329K,24.329K,0G,2.4329e-05G,2.4329e-05G
,static-img.abab618.com,121.51.224.59,腾讯,0,24.32K,24.32K,0G,2.432e-05G,2.432e-05G
,juice.ngy03.cn,106.55.70.123,北京市北龙中网,0,24.289K,24.289K,0G,2.4289e-05G,2.4289e-05G
,193.112.108.152:4018,193.112.108.152,其他国家,0,24.283K,24.283K,0G,2.4283e-05G,2.4283e-05G
,health.cdn.hicloud.com,182.254.59.174,腾讯,0,24.252K,24.252K,0G,2.4252e-05G,2.4252e-05G
,i.guancha.cn,182.254.53.176,腾讯,0,24.234K,24.234K,0G,2.4234000000000002e-05G,2.4234000000000002e-05G
,account.ggsafe.com,121.51.224.86,腾讯,320,23.913K,24.233K,3.2e-07G,2.3913e-05G,2.4233e-05G
,mfiles.koocdn.com,182.254.59.158,腾讯,0,24.224K,24.224K,0G,2.4224e-05G,2.4224e-05G
,elearning.jianshe99.com,140.143.179.243,河南省郑州市景安计算机网络,0,24.224K,24.224K,0G,2.4224e-05G,2.4224e-05G
,tao.gooxiu.cn,119.29.222.80,腾讯,0,24.22K,24.22K,0G,2.422e-05G,2.422e-05G
,118.25.35.98,118.25.35.98,香港,0,24.193K,24.193K,0G,2.4193000000000004e-05G,2.4193000000000004e-05G
,ads-img-qc.xhscdn.com,182.254.53.194,腾讯,3.413K,20.775K,24.188K,3.4129999999999998e-06G,2.0774999999999997e-05G,2.4187999999999996e-05G
,test2.diyiwl.wang,129.204.111.149,美国,2.466K,21.705K,24.171K,2.466e-06G,2.1705e-05G,2.4171e-05G
,xycapp-1253179340.file.myqcloud.com,182.254.48.202,腾讯,0,24.16K,24.16K,0G,2.4160000000000002e-05G,2.4160000000000002e-05G
,raf.nubia.cn,129.211.156.242,美国,0,24.103K,24.103K,0G,2.4103000000000003e-05G,2.4103000000000003e-05G
,materialtxv5.fbstatic.cn,182.254.53.105,腾讯,0,24.093K,24.093K,0G,2.4093e-05G,2.4093e-05G
,newstock.finance.qq.com,182.254.50.17,腾讯,4.477K,19.58K,24.057K,4.477e-06G,1.9579999999999995e-05G,2.4056999999999997e-05G
,121.51.184.58,121.51.184.58,腾讯,0,24.045K,24.045K,0G,2.4045e-05G,2.4045e-05G
,short,182.254.60.32,腾讯,0,24.022K,24.022K,0G,2.4021999999999998e-05G,2.4021999999999998e-05G
,yx.sogou.com,109.244.23.87,其他国家,0,24.006K,24.006K,0G,2.4006e-05G,2.4006e-05G
,p-file1.rabbitpre.com,182.254.48.202,腾讯,0,23.997K,23.997K,0G,2.3997e-05G,2.3997e-05G
,urlimg.fenbi.com,123.206.1.227,腾讯,0,23.965K,23.965K,0G,2.3965000000000002e-05G,2.3965000000000002e-05G
,mediacdn.fygdrs.com,182.254.59.207,腾讯,0,23.958K,23.958K,0G,2.3958e-05G,2.3958e-05G
,140.143.49.61,140.143.49.61,河南省郑州市景安计算机网络,2.957K,20.995K,23.952K,2.957e-06G,2.0995e-05G,2.3952e-05G
,182.254.56.83,182.254.56.83,腾讯,2.119K,21.832K,23.951K,2.1190000000000004e-06G,2.1832e-05G,2.3951e-05G
,api.iapple123.com,182.254.59.207,腾讯,0,23.936K,23.936K,0G,2.3936e-05G,2.3936e-05G
,103.57.15.229,121.51.129.87,腾讯,6.58K,17.354K,23.934K,6.58e-06G,1.7353999999999997e-05G,2.3934e-05G
,182.254.50.30,182.254.50.30,腾讯,760,23.162K,23.922K,7.6e-07G,2.3162e-05G,2.3922000000000002e-05G
,212.64.62.193,212.64.62.193,其他国家,6.762K,17.13K,23.892K,6.762e-06G,1.713e-05G,2.3892e-05G
,mcaredown.3g.qq.com,182.254.59.187,腾讯,9.454K,14.411K,23.865K,9.454000000000001e-06G,1.4411e-05G,2.3864999999999996e-05G
,121.51.158.28,121.51.158.28,腾讯,866,22.973K,23.839K,8.66e-07G,2.2973000000000002e-05G,2.3839e-05G
,api.beibei.com,212.129.208.105,其他国家,0,23.815K,23.815K,0G,2.3815e-05G,2.3815e-05G
,kano.guahao.cn,182.254.48.192,腾讯,0,23.806K,23.806K,0G,2.3806000000000002e-05G,2.3806000000000002e-05G
,img11.static.yhbimg.com,182.254.59.174,腾讯,0,23.795K,23.795K,0G,2.3795000000000002e-05G,2.3795000000000002e-05G
,xiazai.sogou.com,109.244.23.87,其他国家,0,23.756K,23.756K,0G,2.3756e-05G,2.3756e-05G
,182.254.52.121,182.254.52.121,腾讯,0,23.75K,23.75K,0G,2.375e-05G,2.375e-05G
,c.qpp.qq.com,182.254.86.159,腾讯,2.491K,21.234K,23.725K,2.491e-06G,2.1234000000000004e-05G,2.3725000000000004e-05G
,119.29.178.74:9102,119.29.178.74,腾讯,0,23.716K,23.716K,0G,2.3716e-05G,2.3716e-05G
,wsv.cdp,182.254.60.16,腾讯,0,23.713K,23.713K,0G,2.3713e-05G,2.3713e-05G
,m.kuaihou.com,182.254.59.156,腾讯,0,23.712K,23.712K,0G,2.3712e-05G,2.3712e-05G
,mini.wan.sogou.com,109.244.23.87,其他国家,580,23.114K,23.694K,5.8e-07G,2.3114e-05G,2.3694e-05G
,pt5.blzg2.com:168,129.204.69.110,美国,0,23.687K,23.687K,0G,2.3687e-05G,2.3687e-05G
,m.uaf.com.cn,182.254.59.192,腾讯,0,23.669K,23.669K,0G,2.3669e-05G,2.3669e-05G
,appchannel.html5.qq.com,182.254.86.159,腾讯,1.874K,21.789K,23.663K,1.874e-06G,2.1789000000000004e-05G,2.3663e-05G
,140.143.177.73,140.143.177.73,河南省郑州市景安计算机网络,0,23.663K,23.663K,0G,2.3663e-05G,2.3663e-05G
,wpa.b.qq.com,182.254.51.123,腾讯,10.858K,12.777K,23.635K,1.0858000000000002e-05G,1.2776999999999998e-05G,2.3635000000000003e-05G
,clientupdate.zlongame.com,182.254.48.202,腾讯,0,23.629K,23.629K,0G,2.3629e-05G,2.3629e-05G
,brandm.deliver.ifeng.com,140.143.215.224,河南省郑州市景安计算机网络,148,23.464K,23.612K,1.48e-07G,2.3463999999999998e-05G,2.3611999999999997e-05G
,zc2apkaccount.zcfy2.hulai.com,193.112.236.135,其他国家,0,23.588K,23.588K,0G,2.3588000000000002e-05G,2.3588000000000002e-05G
,qw01.mvzzz.com,182.254.53.68,腾讯,5.647K,17.938K,23.585K,5.647e-06G,1.7938e-05G,2.3585000000000002e-05G
,sfrt2.fishdaren.com:9081,118.126.65.189,上海市集思网络,0,23.541K,23.541K,0G,2.3541e-05G,2.3541e-05G
,app.jiedaibao.com,182.254.53.92,腾讯,0,23.503K,23.503K,0G,2.3503e-05G,2.3503e-05G
,m.hchezhu.com,182.254.52.213,腾讯,0,23.498K,23.498K,0G,2.3498e-05G,2.3498e-05G
,45.116.208.183,118.25.53.11,香港,6.705K,16.79K,23.495K,6.705e-06G,1.679e-05G,2.3495e-05G
,182.254.52.68:80,182.254.52.68,腾讯,0,23.492K,23.492K,0G,2.3492e-05G,2.3492e-05G
,c55.4s6tph.cn,111.230.118.153,湖北省,7.901K,15.561K,23.462K,7.901e-06G,1.5561e-05G,2.3462e-05G
,opyhmain.sail2world.com,193.112.225.181,其他国家,2.56K,20.829K,23.389K,2.56e-06G,2.0829e-05G,2.3389e-05G
,www.kysm2019.com,111.230.188.208,湖北省,0,23.383K,23.383K,0G,2.3382999999999996e-05G,2.3382999999999996e-05G
,sg.app.bubusg.com:9180,118.25.136.102,香港,0,23.382K,23.382K,0G,2.3382e-05G,2.3382e-05G
,image.mier123.com,119.45.68.110,其他国家,1.076K,22.286K,23.362K,1.0760000000000002e-06G,2.2286e-05G,2.3361999999999998e-05G
,140.143.180.26,140.143.180.26,河南省郑州市景安计算机网络,0,23.355K,23.355K,0G,2.3355e-05G,2.3355e-05G
,rescdn.mail.qq.com,182.254.49.85,腾讯,2.155K,21.177K,23.332K,2.1549999999999997e-06G,2.1176999999999997e-05G,2.3332000000000003e-05G
,62.234.196.135,62.234.196.135,其他国家,0,23.331K,23.331K,0G,2.3331e-05G,2.3331e-05G
,www.mofinder.com,106.54.222.116,北京市北龙中网,0,23.327K,23.327K,0G,2.3327000000000002e-05G,2.3327000000000002e-05G
,pay.4399.com,115.159.121.230,腾讯,2.035K,21.277K,23.312K,2.0350000000000004e-06G,2.1277e-05G,2.3312000000000003e-05G
,121.51.163.56,121.51.163.56,腾讯,0,23.283K,23.283K,0G,2.3283e-05G,2.3283e-05G
,182.254.90.157,182.254.90.157,腾讯,0,23.273K,23.273K,0G,2.3273e-05G,2.3273e-05G
,oss.vzan.cc,121.51.224.63,腾讯,0,23.266K,23.266K,0G,2.3265999999999997e-05G,2.3265999999999997e-05G
